,seqno,send.timestamp,receive.timestamp,gtp.out.timestamp,gtp.out.length,gtp.out.sn,sdap.sdu.timestamp,sdap.sdu.length,pdcp.decoded.timestamp,pdcp.decoded.length,rlc.reassembled.0.rlc.reassembled.MRbuf,rlc.reassembled.0.rlc.reassembled.timestamp,rlc.reassembled.0.rlc.reassembled.length,rlc.reassembled.0.rlc.decoded.lcid,rlc.reassembled.0.rlc.decoded.hqpid,rlc.reassembled.0.rlc.decoded.frame,rlc.reassembled.0.rlc.decoded.slot,rlc.reassembled.0.rlc.decoded.timestamp,rlc.reassembled.0.rlc.decoded.length,rlc.reassembled.0.mac.demuxed.frame,rlc.reassembled.0.mac.demuxed.slot,rlc.reassembled.0.mac.demuxed.ldpciter,rlc.reassembled.0.mac.demuxed.mcs,rlc.reassembled.0.mac.demuxed.hqpid,rlc.reassembled.0.mac.demuxed.hqround,rlc.reassembled.0.mac.demuxed.timestamp,rlc.reassembled.0.mac.demuxed.length,rlc.reassembled.0.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.1.rlc.reassembled.MRbuf,rlc.reassembled.1.rlc.reassembled.timestamp,rlc.reassembled.1.rlc.reassembled.length,rlc.reassembled.1.rlc.decoded.lcid,rlc.reassembled.1.rlc.decoded.hqpid,rlc.reassembled.1.rlc.decoded.frame,rlc.reassembled.1.rlc.decoded.slot,rlc.reassembled.1.rlc.decoded.timestamp,rlc.reassembled.1.rlc.decoded.length,rlc.reassembled.1.mac.demuxed.frame,rlc.reassembled.1.mac.demuxed.slot,rlc.reassembled.1.mac.demuxed.ldpciter,rlc.reassembled.1.mac.demuxed.mcs,rlc.reassembled.1.mac.demuxed.hqpid,rlc.reassembled.1.mac.demuxed.hqround,rlc.reassembled.1.mac.demuxed.timestamp,rlc.reassembled.1.mac.demuxed.length,rlc.reassembled.1.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.2.rlc.reassembled.MRbuf,rlc.reassembled.2.rlc.reassembled.timestamp,rlc.reassembled.2.rlc.reassembled.length,rlc.reassembled.2.rlc.decoded.lcid,rlc.reassembled.2.rlc.decoded.hqpid,rlc.reassembled.2.rlc.decoded.frame,rlc.reassembled.2.rlc.decoded.slot,rlc.reassembled.2.rlc.decoded.timestamp,rlc.reassembled.2.rlc.decoded.length,rlc.reassembled.2.mac.demuxed.frame,rlc.reassembled.2.mac.demuxed.slot,rlc.reassembled.2.mac.demuxed.ldpciter,rlc.reassembled.2.mac.demuxed.mcs,rlc.reassembled.2.mac.demuxed.hqpid,rlc.reassembled.2.mac.demuxed.hqround,rlc.reassembled.2.mac.demuxed.timestamp,rlc.reassembled.2.mac.demuxed.length,rlc.reassembled.2.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.2.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.2.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.2.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.2.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.0.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.1.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.2.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.2.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.2.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.2.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.2.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.3.rlc.reassembled.MRbuf,rlc.reassembled.3.rlc.reassembled.timestamp,rlc.reassembled.3.rlc.reassembled.length,rlc.reassembled.3.rlc.decoded.lcid,rlc.reassembled.3.rlc.decoded.hqpid,rlc.reassembled.3.rlc.decoded.frame,rlc.reassembled.3.rlc.decoded.slot,rlc.reassembled.3.rlc.decoded.timestamp,rlc.reassembled.3.rlc.decoded.length,rlc.reassembled.3.mac.demuxed.frame,rlc.reassembled.3.mac.demuxed.slot,rlc.reassembled.3.mac.demuxed.ldpciter,rlc.reassembled.3.mac.demuxed.mcs,rlc.reassembled.3.mac.demuxed.hqpid,rlc.reassembled.3.mac.demuxed.hqround,rlc.reassembled.3.mac.demuxed.timestamp,rlc.reassembled.3.mac.demuxed.length,rlc.reassembled.3.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.3.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.3.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.3.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.3.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.3.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.3.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.3.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.3.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.3.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.0.mac.demuxed.mac.decoded.2.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.2.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.2.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.2.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.2.hqround,rlc.reassembled.1.mac.demuxed.mac.decoded.2.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.2.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.2.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.2.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.2.hqround
166,165,1722015963.7719514,1722015963.7864442,1722015963.786412,128,166,1722015963.78641,128,1722015963.786404,131,1931185666,1722015963.786403,109,4,8,334,7,1722015963.786403,114,334,7,3,6,8,0,1722015963.786402,160,1722015963.786341,334,7,8,0,1931185666,1722015963.781419,22,4,8,334,7,1722015963.786403,114,334,7,3,6,8,0,1722015963.786402,160,1722015963.786341,334,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,166,1722015963.7920868,1722015963.8064258,1722015963.806394,128,167,1722015963.806391,128,1722015963.806385,131,1931185666,1722015963.806385,109,4,9,336,7,1722015963.806384,114,336,7,3,6,9,0,1722015963.806384,160,1722015963.806317,336,7,9,0,1931185666,1722015963.801417,22,4,9,336,7,1722015963.806384,114,336,7,3,6,9,0,1722015963.806384,160,1722015963.806317,336,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,167,1722015963.8122213,1722015963.826442,1722015963.826409,128,168,1722015963.826406,128,1722015963.826401,131,1931185666,1722015963.826401,109,4,11,338,7,1722015963.8264,114,338,7,3,6,11,0,1722015963.826399,160,1722015963.826307,338,7,11,0,1931185666,1722015963.821395,22,4,11,338,7,1722015963.8264,114,338,7,3,6,11,0,1722015963.826399,160,1722015963.826307,338,7,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,168,1722015963.8323529,1722015963.8514493,1722015963.851413,128,169,1722015963.851409,128,1722015963.851404,131,1931185666,1722015963.851404,109,4,13,340,17,1722015963.851403,114,340,17,3,6,13,0,1722015963.851403,160,1722015963.851332,340,17,13,0,1931185666,1722015963.846444,22,4,13,340,17,1722015963.851403,114,340,17,3,6,13,0,1722015963.851403,160,1722015963.851332,340,17,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,169,1722015963.8524866,1722015963.8715107,1722015963.871476,128,170,1722015963.871473,128,1722015963.871467,131,1931185666,1722015963.871467,109,4,14,342,17,1722015963.871467,114,342,17,3,6,14,0,1722015963.871466,160,1722015963.871391,342,17,14,0,1931185666,1722015963.866403,22,4,14,342,17,1722015963.871467,114,342,17,3,6,14,0,1722015963.871466,160,1722015963.871391,342,17,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,170,1722015963.8726187,1722015963.8914912,1722015963.891456,128,171,1722015963.891454,128,1722015963.891448,131,1931185666,1722015963.891448,109,4,1,344,17,1722015963.891447,114,344,17,3,6,1,0,1722015963.891445,160,1722015963.891365,344,17,1,0,1931185666,1722015963.886385,22,4,1,344,17,1722015963.891447,114,344,17,3,6,1,0,1722015963.891445,160,1722015963.891365,344,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,171,1722015963.8917537,1722015963.9064405,1722015963.906406,128,172,1722015963.906403,128,1722015963.906397,131,1931185666,1722015963.906397,109,4,3,346,7,1722015963.906396,114,346,7,3,6,3,0,1722015963.906395,160,1722015963.906315,346,7,3,0,1931185666,1722015963.901376,22,4,3,346,7,1722015963.906396,114,346,7,3,6,3,0,1722015963.906395,160,1722015963.906315,346,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,172,1722015963.9118857,1722015963.9264734,1722015963.926442,128,173,1722015963.926439,128,1722015963.926434,131,1931185666,1722015963.926434,109,4,5,348,7,1722015963.926434,114,348,7,3,6,5,0,1722015963.926433,160,1722015963.926355,348,7,5,0,1931185666,1722015963.921369,22,4,5,348,7,1722015963.926434,114,348,7,3,6,5,0,1722015963.926433,160,1722015963.926355,348,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,173,1722015963.9320173,1722015963.9464521,1722015963.946417,128,174,1722015963.946414,128,1722015963.946409,131,1931185666,1722015963.946409,131,4,8,350,7,1722015963.946409,134,350,7,3,6,8,0,1722015963.946408,160,1722015963.946336,350,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,174,1722015963.952149,1722015963.9664354,1722015963.966402,128,175,1722015963.966398,128,1722015963.966393,131,1931185666,1722015963.966393,109,4,9,352,7,1722015963.966392,114,352,7,3,6,9,0,1722015963.966391,160,1722015963.966316,352,7,9,0,1931185666,1722015963.961392,22,4,9,352,7,1722015963.966392,114,352,7,3,6,9,0,1722015963.966391,160,1722015963.966316,352,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,175,1722015963.972281,1722015963.9864235,1722015963.986384,128,176,1722015963.986381,128,1722015963.986376,131,1931185666,1722015963.986375,109,4,11,354,7,1722015963.986375,114,354,7,3,6,11,0,1722015963.986374,160,1722015963.986301,354,7,11,0,1931185666,1722015963.981385,22,4,11,354,7,1722015963.986375,114,354,7,3,6,11,0,1722015963.986374,160,1722015963.986301,354,7,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,176,1722015963.9924135,1722015964.0114598,1722015964.011422,128,177,1722015964.01142,128,1722015964.011414,131,1931185666,1722015964.011414,109,4,13,356,17,1722015964.011414,114,356,17,3,6,13,0,1722015964.011413,160,1722015964.011339,356,17,13,0,1931185666,1722015964.006423,22,4,13,356,17,1722015964.011414,114,356,17,3,6,13,0,1722015964.011413,160,1722015964.011339,356,17,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,177,1722015964.0125463,1722015964.031495,1722015964.031462,128,178,1722015964.031459,128,1722015964.031453,131,1931185666,1722015964.031453,109,4,14,358,17,1722015964.031452,114,358,17,3,6,14,0,1722015964.031452,160,1722015964.031383,358,17,14,0,1931185666,1722015964.026416,22,4,14,358,17,1722015964.031452,114,358,17,3,6,14,0,1722015964.031452,160,1722015964.031383,358,17,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,178,1722015964.0326784,1722015964.0514836,1722015964.051453,128,179,1722015964.05145,128,1722015964.051445,131,1931185666,1722015964.051445,109,4,1,360,17,1722015964.051444,114,360,17,3,6,1,0,1722015964.051443,160,1722015964.051375,360,17,1,0,1931185666,1722015964.046401,22,4,1,360,17,1722015964.051444,114,360,17,3,6,1,0,1722015964.051443,160,1722015964.051375,360,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,179,1722015964.0518131,1722015964.066419,1722015964.066387,128,180,1722015964.066384,128,1722015964.066379,131,1931185666,1722015964.066379,109,4,3,362,7,1722015964.066378,114,362,7,3,6,3,0,1722015964.066378,160,1722015964.066309,362,7,3,0,1931185666,1722015964.061383,22,4,3,362,7,1722015964.066378,114,362,7,3,6,3,0,1722015964.066378,160,1722015964.066309,362,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,180,1722015964.0719447,1722015964.086476,1722015964.086443,128,181,1722015964.086441,128,1722015964.086435,131,1931185666,1722015964.086435,109,4,5,364,7,1722015964.086435,114,364,7,3,6,5,0,1722015964.086434,160,1722015964.086362,364,7,5,0,1931185666,1722015964.081369,22,4,5,364,7,1722015964.086435,114,364,7,3,6,5,0,1722015964.086434,160,1722015964.086362,364,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,181,1722015964.0920763,1722015964.106444,1722015964.106413,128,182,1722015964.10641,128,1722015964.106405,131,1931185666,1722015964.106405,109,4,8,366,7,1722015964.106405,114,366,7,3,6,8,0,1722015964.106404,160,1722015964.106332,366,7,8,0,1931185666,1722015964.101427,22,4,8,366,7,1722015964.106405,114,366,7,3,6,8,0,1722015964.106404,160,1722015964.106332,366,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,182,1722015964.1122081,1722015964.1264465,1722015964.126404,128,183,1722015964.126401,128,1722015964.126395,131,1931185666,1722015964.126395,109,4,9,368,7,1722015964.126395,114,368,7,3,6,9,0,1722015964.126394,160,1722015964.126335,368,7,9,0,1931185666,1722015964.121397,22,4,9,368,7,1722015964.126395,114,368,7,3,6,9,0,1722015964.126394,160,1722015964.126335,368,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,183,1722015964.132339,1722015964.1514843,1722015964.151447,128,184,1722015964.15144,128,1722015964.151434,131,1931185666,1722015964.151434,109,4,11,370,17,1722015964.151433,114,370,17,3,6,11,0,1722015964.151431,160,1722015964.151357,370,17,11,0,1931185666,1722015964.146384,22,4,11,370,17,1722015964.151433,114,370,17,3,6,11,0,1722015964.151431,160,1722015964.151357,370,17,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,184,1722015964.1524727,1722015964.1714692,1722015964.171435,128,185,1722015964.171432,128,1722015964.171426,131,1931185666,1722015964.171426,109,4,13,372,17,1722015964.171426,114,372,17,3,6,13,0,1722015964.171425,160,1722015964.171353,372,17,13,0,1931185666,1722015964.166349,22,4,13,372,17,1722015964.171426,114,372,17,3,6,13,0,1722015964.171425,160,1722015964.171353,372,17,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,185,1722015964.1726062,1722015964.1914432,1722015964.191409,128,186,1722015964.191406,128,1722015964.191401,131,1931185666,1722015964.191401,109,4,14,374,17,1722015964.1914,114,374,17,3,6,14,0,1722015964.1914,160,1722015964.191328,374,17,14,0,1931185666,1722015964.186405,22,4,14,374,17,1722015964.1914,114,374,17,3,6,14,0,1722015964.1914,160,1722015964.191328,374,17,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,186,1722015964.191739,1722015964.206447,1722015964.206415,128,187,1722015964.206412,128,1722015964.206406,131,1931185666,1722015964.206405,109,4,1,376,7,1722015964.206405,114,376,7,3,6,1,0,1722015964.206404,160,1722015964.206335,376,7,1,0,1931185666,1722015964.201409,22,4,1,376,7,1722015964.206405,114,376,7,3,6,1,0,1722015964.206404,160,1722015964.206335,376,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,187,1722015964.2118707,1722015964.2264261,1722015964.226394,128,188,1722015964.226391,128,1722015964.226386,131,1931185666,1722015964.226385,109,4,3,378,7,1722015964.226385,114,378,7,3,6,3,0,1722015964.226384,160,1722015964.226312,378,7,3,0,1931185666,1722015964.221393,22,4,3,378,7,1722015964.226385,114,378,7,3,6,3,0,1722015964.226384,160,1722015964.226312,378,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,188,1722015964.2320015,1722015964.2464194,1722015964.246384,128,189,1722015964.24638,128,1722015964.246374,131,1931185666,1722015964.246374,109,4,5,380,7,1722015964.246373,114,380,7,3,6,5,0,1722015964.246373,160,1722015964.246305,380,7,5,0,1931185666,1722015964.241383,22,4,5,380,7,1722015964.246373,114,380,7,3,6,5,0,1722015964.246373,160,1722015964.246305,380,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,189,1722015964.2521331,1722015964.266455,1722015964.266423,128,190,1722015964.266421,128,1722015964.266415,131,1931185666,1722015964.266415,109,4,8,382,7,1722015964.266414,114,382,7,3,6,8,0,1722015964.266414,160,1722015964.266351,382,7,8,0,1931185666,1722015964.261422,22,4,8,382,7,1722015964.266414,114,382,7,3,6,8,0,1722015964.266414,160,1722015964.266351,382,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,190,1722015964.272265,1722015964.286447,1722015964.286415,128,191,1722015964.286412,128,1722015964.286407,131,1931185666,1722015964.286407,109,4,9,384,7,1722015964.286406,114,384,7,3,6,9,0,1722015964.286406,160,1722015964.286329,384,7,9,0,1931185666,1722015964.281397,22,4,9,384,7,1722015964.286406,114,384,7,3,6,9,0,1722015964.286406,160,1722015964.286329,384,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,191,1722015964.2923956,1722015964.3114755,1722015964.311443,128,192,1722015964.31144,128,1722015964.311434,131,1931185666,1722015964.311434,109,4,11,386,17,1722015964.311434,114,386,17,3,6,11,0,1722015964.311433,160,1722015964.311365,386,17,11,0,1931185666,1722015964.306365,22,4,11,386,17,1722015964.311434,114,386,17,3,6,11,0,1722015964.311433,160,1722015964.311365,386,17,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,192,1722015964.3125277,1722015964.331453,1722015964.331422,128,193,1722015964.331419,128,1722015964.331412,131,1931185666,1722015964.331412,109,4,13,388,17,1722015964.331412,114,388,17,3,6,13,0,1722015964.331411,160,1722015964.331343,388,17,13,0,1931185666,1722015964.32635,22,4,13,388,17,1722015964.331412,114,388,17,3,6,13,0,1722015964.331411,160,1722015964.331343,388,17,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,193,1722015964.3326592,1722015964.351437,1722015964.351406,128,194,1722015964.351403,128,1722015964.351397,131,1931185666,1722015964.351397,109,4,14,390,17,1722015964.351397,114,390,17,3,6,14,0,1722015964.351396,160,1722015964.351332,390,17,14,0,1931185666,1722015964.346412,22,4,14,390,17,1722015964.351397,114,390,17,3,6,14,0,1722015964.351396,160,1722015964.351332,390,17,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,194,1722015964.3517919,1722015964.3664474,1722015964.366418,128,195,1722015964.366415,128,1722015964.36641,131,1931185666,1722015964.36641,109,4,1,392,7,1722015964.366409,114,392,7,3,6,1,0,1722015964.366408,160,1722015964.366326,392,7,1,0,1931185666,1722015964.361402,22,4,1,392,7,1722015964.366409,114,392,7,3,6,1,0,1722015964.366408,160,1722015964.366326,392,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,195,1722015964.371923,1722015964.386438,1722015964.386396,128,196,1722015964.386394,128,1722015964.386388,131,1931185666,1722015964.386388,109,4,3,394,7,1722015964.386387,114,394,7,3,6,3,0,1722015964.386386,160,1722015964.386325,394,7,3,0,1931185666,1722015964.381393,22,4,3,394,7,1722015964.386387,114,394,7,3,6,3,0,1722015964.386386,160,1722015964.386325,394,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,196,1722015964.392054,1722015964.4064045,1722015964.406372,128,197,1722015964.406369,128,1722015964.406362,131,1931185666,1722015964.406362,109,4,5,396,7,1722015964.406362,114,396,7,3,6,5,0,1722015964.40636,160,1722015964.406296,396,7,5,0,1931185666,1722015964.401402,22,4,5,396,7,1722015964.406362,114,396,7,3,6,5,0,1722015964.40636,160,1722015964.406296,396,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,197,1722015964.4121852,1722015964.42648,1722015964.426447,128,198,1722015964.426445,128,1722015964.426439,131,1931185666,1722015964.426439,109,4,8,398,7,1722015964.426439,114,398,7,3,6,8,0,1722015964.426438,160,1722015964.426365,398,7,8,0,1931185666,1722015964.421356,22,4,8,398,7,1722015964.426439,114,398,7,3,6,8,0,1722015964.426438,160,1722015964.426365,398,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,198,1722015964.4323158,1722015964.446436,1722015964.446405,128,199,1722015964.446402,128,1722015964.446395,131,1931185666,1722015964.446395,109,4,9,400,7,1722015964.446395,114,400,7,3,6,9,0,1722015964.446393,160,1722015964.446326,400,7,9,0,1931185666,1722015964.44141,22,4,9,400,7,1722015964.446395,114,400,7,3,6,9,0,1722015964.446393,160,1722015964.446326,400,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,199,1722015964.4524467,1722015964.471473,1722015964.47144,128,200,1722015964.471437,128,1722015964.471432,131,1931185666,1722015964.471432,109,4,11,402,17,1722015964.471432,114,402,17,3,6,11,0,1722015964.471431,160,1722015964.471365,402,17,11,0,1931185666,1722015964.46638,22,4,11,402,17,1722015964.471432,114,402,17,3,6,11,0,1722015964.471431,160,1722015964.471365,402,17,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,200,1722015964.472578,1722015964.491453,1722015964.49142,128,201,1722015964.491417,128,1722015964.491412,131,1931185666,1722015964.491412,109,4,13,404,17,1722015964.491412,114,404,17,3,6,13,0,1722015964.491411,160,1722015964.49135,404,17,13,0,1931185666,1722015964.486364,22,4,13,404,17,1722015964.491412,114,404,17,3,6,13,0,1722015964.491411,160,1722015964.49135,404,17,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,201,1722015964.4917111,1722015964.5064847,1722015964.506451,128,202,1722015964.506448,128,1722015964.506443,131,1931185666,1722015964.506443,109,4,14,406,7,1722015964.506443,114,406,7,3,6,14,0,1722015964.506442,160,1722015964.506359,406,7,14,0,1931185666,1722015964.501362,22,4,14,406,7,1722015964.506443,114,406,7,3,6,14,0,1722015964.506442,160,1722015964.506359,406,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,202,1722015964.5118208,1722015964.5264764,1722015964.526412,128,203,1722015964.52641,128,1722015964.526404,131,1931185666,1722015964.526404,109,4,1,408,7,1722015964.526404,114,408,7,3,6,1,0,1722015964.526403,160,1722015964.526334,408,7,1,0,1931185666,1722015964.521415,22,4,1,408,7,1722015964.526404,114,408,7,3,6,1,0,1722015964.526403,160,1722015964.526334,408,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,203,1722015964.5319798,1722015964.546456,1722015964.546418,128,204,1722015964.546414,128,1722015964.546407,131,1931185666,1722015964.546407,109,4,3,410,7,1722015964.546407,114,410,7,3,6,3,0,1722015964.546406,160,1722015964.546318,410,7,3,0,1931185666,1722015964.541415,22,4,3,410,7,1722015964.546407,114,410,7,3,6,3,0,1722015964.546406,160,1722015964.546318,410,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,204,1722015964.552158,1722015964.5664425,1722015964.5664,128,205,1722015964.566398,128,1722015964.566391,131,1931185666,1722015964.566391,109,4,5,412,7,1722015964.56639,114,412,7,3,6,5,0,1722015964.56639,160,1722015964.566308,412,7,5,0,1931185666,1722015964.561389,22,4,5,412,7,1722015964.56639,114,412,7,3,6,5,0,1722015964.56639,160,1722015964.566308,412,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
